PID,area,price,Street,Alley,Lot.Shape,Land.Contour,Utilities,Lot.Config,Land.Slope,Neighborhood,Year.Built,Foundation,Heating,Electrical
910251050,733,13100,Pave,NA,Reg,Low,AllPub,Inside,Mod,IDOTRR,1952,Slab,Wall,FuseA
911102090,1361,89000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,1895,Stone,GasA,SBrkr
911102170,1317,40000,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,1920,BrkTil,GasA,SBrkr
911102180,1049,80900,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,1910,PConc,GasA,FuseA
911226010,894,81000,Grvl,NA,Reg,Low,AllPub,Inside,Gtl,IDOTRR,1935,CBlock,GasA,SBrkr
911226030,864,65000,Grvl,NA,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,1920,Stone,GasA,SBrkr
911370410,1652,392500,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Crawfor,2008,PConc,GasA,SBrkr
911370490,1648,294464,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Crawfor,2007,PConc,GasA,SBrkr
911370520,1646,250000,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Crawfor,2004,PConc,GasA,SBrkr
911370540,1646,275000,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Crawfor,2004,PConc,GasA,SBrkr
914453045,2032,300000,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Mitchel,1996,PConc,GasA,SBrkr
914465060,1689,271000,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,2002,PConc,GasA,SBrkr
914467050,1820,213000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,1996,PConc,GasA,SBrkr
914475020,1118,171000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,1977,CBlock,GasA,SBrkr
914476010,1279,171500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,1977,CBlock,GasA,SBrkr
914476080,1872,100000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,1976,CBlock,GasA,SBrkr
914476450,1689,228500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,1991,PConc,GasA,SBrkr
916125425,1786,228950,Grvl,NA,IR1,HLS,AllPub,Corner,Sev,Timber,1965,CBlock,GasA,SBrkr
916226030,1501,241500,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,1986,CBlock,GasA,SBrkr
916325080,2898,287000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Timber,1976,CBlock,GasA,SBrkr
916380060,1537,294000,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber,2006,PConc,GasA,SBrkr
916382120,1646,293077,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber,2007,PConc,GasA,SBrkr
916384100,1780,264966,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,Timber,2007,PConc,GasA,SBrkr
916386040,1442,172500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,2006,PConc,GasA,SBrkr
916386080,1394,167500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,2006,PConc,GasA,
916386180,1612,218689,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,Timber,2008,PConc,GasA,SBrkr
916402015,1495,150000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,1989,CBlock,GasA,SBrkr
916402115,1651,184000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,1986,CBlock,GasA,SBrkr
916402215,1256,180000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Timber,1986,CBlock,GasA,SBrkr
916403230,1509,175000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,1988,CBlock,GasA,SBrkr
916455120,1440,232500,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,2003,PConc,GasA,SBrkr
916460060,1675,195000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,1999,PConc,GasA,SBrkr
916477020,2262,305000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,2003,PConc,GasA,SBrkr
921126030,1728,298751,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber,2007,PConc,GasA,SBrkr
921201060,1964,370000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,2005,PConc,GasA,SBrkr
923202005,1344,209200,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,1997,PConc,GasA,SBrkr
923202015,1344,206300,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,1997,PConc,GasA,SBrkr
923202137,1092,146000,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,2007,PConc,GasA,SBrkr
923203140,1189,160500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,1997,PConc,GasA,SBrkr
923204040,1200,173000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,1964,CBlock,GasA,SBrkr
923225080,1040,124000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,1975,PConc,GasA,SBrkr
923225150,1304,115000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,1976,PConc,GasA,SBrkr
923225200,1475,129500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,1976,PConc,GasA,SBrkr
923225310,988,105000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,1973,CBlock,GasA,SBrkr
923225370,988,94900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,1973,CBlock,GasA,SBrkr
923227030,1160,152500,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,1968,CBlock,GasA,SBrkr
923228080,1092,98000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,1970,CBlock,GasA,SBrkr
923228420,630,81000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,1972,CBlock,GasA,SBrkr
923250210,988,113000,Pave,NA,Reg,HLS,AllPub,Inside,Mod,Mitchel,1954,CBlock,GasA,FuseA
923252100,816,128500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,1983,CBlock,GasA,SBrkr
923275090,923,119500,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,1984,CBlock,GasA,SBrkr
923277030,816,130500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,1982,CBlock,GasA,SBrkr
923277040,816,138000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,1982,PConc,GasA,SBrkr
923277080,845,134500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,1982,CBlock,GasA,SBrkr
923400040,1750,160000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,1940,CBlock,GasA,SBrkr
923426010,889,137500,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,1984,CBlock,GasA,SBrkr
924100020,1968,172000,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Mitchel,1969,CBlock,GasA,SBrkr
1007100110,1836,103000,Pave,NA,IR1,Low,AllPub,Inside,Gtl,IDOTRR,1900,BrkTil,GasA,SBrkr
526352080,1587,167300,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1971,CBlock,GasA,SBrkr
526352090,1277,167000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1970,CBlock,GasA,SBrkr
526355170,2223,244000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1973,CBlock,GasA,SBrkr
526355190,2217,268000,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,NAmes,1970,PConc,GasA,SBrkr
527105140,1733,225000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,2003,PConc,GasA,SBrkr
527107040,1572,168000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1995,PConc,GasA,SBrkr
527110080,1470,177000,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,1997,PConc,GasA,SBrkr
527110120,1600,169000,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Gilbert,1997,PConc,GasA,SBrkr
527110130,1384,161500,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Gilbert,1997,PConc,GasA,SBrkr
527126030,1652,251000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,2000,PConc,GasA,SBrkr
527158090,1694,160000,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,1994,PConc,GasA,SBrkr
527161090,1714,180000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1999,PConc,GasA,SBrkr
527162080,1553,178750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,1996,PConc,GasA,SBrkr
527162090,1253,176000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,1995,PConc,GasA,SBrkr
527162140,2299,204000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,1999,PConc,GasA,SBrkr
527163080,1187,160000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,1992,PConc,GasA,SBrkr
527165020,1472,160000,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,1991,PConc,GasA,SBrkr
527165100,1482,163900,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1992,PConc,GasA,SBrkr
527165170,1642,168000,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,1993,PConc,GasA,SBrkr
527175130,1128,154204,Grvl,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,1964,CBlock,GasA,SBrkr
527182040,1088,170000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,1986,CBlock,GasA,SBrkr
527182170,2090,207500,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,1984,CBlock,GasA,SBrkr
527184020,1179,182000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,1988,CBlock,GasA,SBrkr
527184110,1321,212000,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,StoneBr,1990,PConc,GasA,SBrkr
527210060,1922,377426,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,StoneBr,2005,PConc,GasA,SBrkr
527212060,2541,349265,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,2005,PConc,GasA,SBrkr
527216080,2338,591587,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,2006,PConc,GasA,SBrkr
527226040,1424,155000,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,1969,CBlock,GasW,SBrkr
527252050,1612,319900,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,StoneBr,2006,PConc,GasA,SBrkr
527252070,1419,392000,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,StoneBr,2007,PConc,GasA,SBrkr
527256030,2234,441929,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,StoneBr,2006,PConc,GasA,SBrkr
527256040,2042,455000,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,StoneBr,2006,PConc,GasA,SBrkr
527301080,1440,182900,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,1981,CBlock,GasA,SBrkr
527301280,1284,174000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,1984,CBlock,GasA,SBrkr
527302020,1868,178000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1984,CBlock,GasA,SBrkr
527302060,1479,176000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1981,CBlock,GasA,SBrkr
527302090,1664,213000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1978,CBlock,GasA,SBrkr
527325090,1930,192000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,1979,CBlock,GasA,SBrkr
527325110,1969,190000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1977,CBlock,GasA,SBrkr
527327050,2030,195000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,1976,CBlock,GasA,SBrkr
527328020,1032,148000,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,1978,CBlock,GasA,SBrkr
527328050,1177,151500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NWAmes,1984,CBlock,GasA,SBrkr
527353080,1725,197000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1979,CBlock,GasA,SBrkr
527354050,1353,192350,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1979,CBlock,GasA,SBrkr
527356050,1620,152000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1969,CBlock,GasA,SBrkr
527357020,1220,170000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,1971,CBlock,GasA,SBrkr
527358060,1484,175000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,1971,CBlock,GasA,SBrkr
527359010,1743,175000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1968,CBlock,GasA,SBrkr
527359080,1935,197900,Pave,NA,Reg,Lvl,AllPub,CulDSac,Gtl,NWAmes,1976,CBlock,GasA,SBrkr
527359160,1324,174000,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,1976,CBlock,GasA,SBrkr
527377110,1877,178900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1974,CBlock,GasA,SBrkr
527402090,1109,139000,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NAmes,1971,CBlock,GasA,SBrkr
527402150,981,143250,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,1971,CBlock,GasA,SBrkr
527402240,1479,184000,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,1972,CBlock,GasA,SBrkr
527403310,1422,155000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1970,CBlock,GasA,SBrkr
527404050,914,133000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1970,CBlock,GasA,SBrkr
527404100,950,119500,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1971,CBlock,GasA,SBrkr
527404140,872,123000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1971,CBlock,GasA,SBrkr
527404150,858,110000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1971,CBlock,GasA,SBrkr
527425025,914,128000,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NAmes,1961,BrkTil,GasA,SBrkr
527425140,864,120500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NAmes,1971,PConc,GasA,SBrkr
527427090,767,133000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1998,PConc,GasA,SBrkr
527427160,1337,155000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,2001,PConc,GasA,SBrkr
527427200,1337,177000,Pave,NA,IR2,Lvl,AllPub,FR2,Gtl,NAmes,1997,PConc,GasA,SBrkr
527450030,1092,113500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,1973,CBlock,GasA,SBrkr
527450150,1218,113000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,1973,CBlock,GasA,SBrkr
527450220,1218,113700,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,1973,CBlock,GasA,SBrkr
527451020,1302,106000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,1970,CBlock,GasA,SBrkr
527451170,1365,122500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,1971,CBlock,GasA,SBrkr
527452100,958,128000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NPkVill,1976,CBlock,GasA,SBrkr
527453010,1548,155000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NPkVill,1976,CBlock,GasA,SBrkr
527455030,1055,142500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,1978,CBlock,GasA,SBrkr
527455250,988,129250,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1966,CBlock,GasA,SBrkr
528102050,1816,356000,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,2006,PConc,GasA,SBrkr
528102090,1828,314813,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,2007,PConc,GasA,SBrkr
528102100,1694,318000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,2007,PConc,GasA,SBrkr
528102120,1694,322400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,2006,PConc,GasA,SBrkr
528102130,1734,318000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,2007,PConc,GasA,SBrkr
528104010,2122,345474,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,2007,PConc,GasA,SBrkr
528106040,2121,415298,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,2006,PConc,GasA,SBrkr
528106050,2656,492000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,2007,PConc,GasA,SBrkr
528106060,2550,338931,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,2006,PConc,GasA,SBrkr
528106110,2046,450000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,2005,PConc,GasA,SBrkr
528108160,2172,280000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,2006,PConc,GasA,SBrkr
528110040,2552,479069,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,2007,PConc,GasA,SBrkr
528110070,1973,395000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,2006,PConc,GasA,SBrkr
528110100,2643,380000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,2006,PConc,GasA,SBrkr
528112150,1634,250000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,2006,PConc,GasA,SBrkr
528114050,1976,440000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,2006,PConc,GasA,SBrkr
528118040,2758,418000,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NridgHt,2005,PConc,GasA,SBrkr
528118050,2290,500067,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,NridgHt,2007,PConc,GasA,SBrkr
528120010,2152,260116,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,2007,PConc,GasA,SBrkr
528120150,2473,317000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,2004,PConc,GasA,SBrkr
528142050,2100,319500,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,2007,PConc,GasA,SBrkr
528144050,2161,325624,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,2007,PConc,GasA,SBrkr
528150040,1802,372000,Pave,NA,IR1,HLS,AllPub,Corner,Mod,NridgHt,2006,PConc,GasA,SBrkr
528150110,2956,342000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,2004,PConc,GasA,SBrkr
528150120,2468,354000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,2004,PConc,GasA,SBrkr
528166150,2385,350000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,2003,PConc,GasA,SBrkr
528168040,2374,285000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,2003,PConc,GasA,SBrkr
528172030,1818,281500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,2007,PConc,GasA,SBrkr
528172050,1614,245700,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,2005,PConc,GasA,SBrkr
528172070,1721,232698,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,2005,PConc,GasA,SBrkr
528172075,1828,250000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,2006,PConc,GasA,SBrkr
528174010,1362,194700,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,2005,PConc,GasA,SBrkr
528174020,1302,204000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,2005,PConc,GasA,SBrkr
528174030,1302,200000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,2005,PConc,GasA,SBrkr
528174040,1362,207000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,2005,PConc,GasA,SBrkr
528181060,1554,209500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,2006,PConc,GasA,SBrkr
528181070,1554,209500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,2006,PConc,GasA,SBrkr
528181080,1370,202500,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,2006,PConc,GasA,SBrkr
528186050,1577,280000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,2005,PConc,GasA,SBrkr
528186090,1561,277500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,2005,PConc,GasA,SBrkr
528186120,1869,318061,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,2007,PConc,GasA,SBrkr
528186190,1324,221370,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,2006,PConc,GasA,SBrkr
528188160,1405,200000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,2003,PConc,GasA,SBrkr
528218010,1496,181755,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,2007,CBlock,GasA,SBrkr
528218020,1536,176000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,2005,PConc,GasA,SBrkr
528218050,1484,178900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,2005,PConc,GasA,SBrkr
528218100,1458,168165,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,2006,PConc,GasA,SBrkr
528221030,1495,171925,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,2006,PConc,GasA,SBrkr
528221040,1746,198444,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,2006,PConc,GasA,SBrkr
528221050,1326,203000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,2005,PConc,GasA,SBrkr
528221090,1456,179540,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,2007,PConc,GasA,SBrkr
528222030,1302,176485,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,2007,PConc,GasA,SBrkr
528222040,1340,181134,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,2007,PConc,GasA,SBrkr
528222050,1412,156932,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,2006,PConc,GasA,SBrkr
528222060,1504,166000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,2007,PConc,GasA,SBrkr
528222080,1456,177594,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,2007,PConc,GasA,SBrkr
528222090,1258,173500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,2007,PConc,GasA,SBrkr
528228270,1258,172500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,2006,PConc,GasA,SBrkr
528228275,1402,194201,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,2006,PConc,GasA,SBrkr
528228375,1589,226500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,2003,PConc,GasA,SBrkr
528228555,1266,185485,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,2007,PConc,GasA,SBrkr
528231010,1530,259000,Pave,NA,IR3,Lvl,AllPub,Corner,Gtl,Gilbert,2004,PConc,GasA,SBrkr
528231030,1119,188500,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,2004,PConc,GasA,SBrkr
528235000,1374,175000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,2004,PConc,GasA,SBrkr
528235160,1959,215000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,2004,PConc,GasA,SBrkr
528235170,1525,206580,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,2006,PConc,GasA,SBrkr
528240020,1720,183500,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,2004,PConc,GasA,SBrkr
528250010,1394,165500,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,2003,PConc,GasA,SBrkr
528250070,1948,211000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,2003,PConc,GasA,SBrkr
528275035,1690,181000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,2000,PConc,GasA,SBrkr
528275110,1995,219500,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,2002,PConc,GasA,SBrkr
528280110,1647,175000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,1999,PConc,GasA,SBrkr
528280150,1430,170000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,2000,PConc,GasA,SBrkr
528290060,1320,162000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,2003,PConc,GasA,SBrkr
528290170,1690,187000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,2000,PConc,GasA,SBrkr
528294010,1644,185000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1999,PConc,GasA,SBrkr
528320050,4476,745000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,1996,PConc,GasA,SBrkr
528322020,2551,384500,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,1997,PConc,GasA,SBrkr
528326060,2285,248000,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NoRidge,2000,PConc,GasA,SBrkr
528327060,2633,466500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,2001,PConc,GasA,SBrkr
528340030,3078,410000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,1998,PConc,GasA,SBrkr
528344020,2582,322500,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,1998,PConc,GasA,SBrkr
528348030,2385,252000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,1998,PConc,GasA,SBrkr
528351010,4316,755000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,1994,PConc,GasA,SBrkr
528354060,2013,269790,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,1996,PConc,GasA,SBrkr
528354110,2398,315750,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,1996,PConc,GasA,SBrkr
528358040,2520,290000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,1995,PConc,GasA,SBrkr
528364110,2531,290000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,1995,PConc,GasA,SBrkr
528366050,3228,430000,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,1992,PConc,GasA,SBrkr
528366070,2202,263000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,1992,PConc,GasA,SBrkr
